experiment_id,dataset,split,experimental_role,relative_to_data,filename,width,height,mode,format,sha256
IMG_0249,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\346016.jpg,346016.jpg,481,321,RGB,JPEG,59a237f15337f1fefb5ae61c8ef62f5c010a72e37b67c6126109a4292d38e034
IMG_0250,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\347031.jpg,347031.jpg,321,481,RGB,JPEG,283792b66010077e6dd7353e7a45de356b4bed897c8e7678561b0369127c0b08
IMG_0251,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\35028.jpg,35028.jpg,481,321,RGB,JPEG,2b1a0220ce00cf61497b330addd15896d0f457cd2493b2c76ce0c8c70137c9c0
IMG_0252,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\35049.jpg,35049.jpg,481,321,RGB,JPEG,b540a52875496f04379fb6cd848a39eb067e48d338d9e14f880a9e6cb4de9bdd
IMG_0253,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\36046.jpg,36046.jpg,481,321,RGB,JPEG,6c82c7843999aab18ed5099e2b3326900acf6ac37c458a93932b0bbdc5c4ca9a
IMG_0254,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\365072.jpg,365072.jpg,321,481,RGB,JPEG,5d7c33fb1ef47ad01f0dab0dfc9fa188db7979150e33c84434d8179fe5b1b290
IMG_0255,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\368037.jpg,368037.jpg,481,321,RGB,JPEG,f1d91ed462c3924e76a4299c4804aacb2b6301c66a090b3e69c640bf80c6db55
IMG_0256,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\372019.jpg,372019.jpg,321,481,RGB,JPEG,2311adf60a1a992b6d9cb3c07375b2a1bc044591a4d331098beb5a0f1cf49941
IMG_0257,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\376086.jpg,376086.jpg,481,321,RGB,JPEG,4cc879fcd8099cee913a26c01cdc7368c590be944f5cf2ebfbeb74233902d161
IMG_0258,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\384022.jpg,384022.jpg,481,321,RGB,JPEG,8c43be1b30d233826e864252f5ffa14fccde969864b63b78da1ae462086f9873
IMG_0259,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\384089.jpg,384089.jpg,321,481,RGB,JPEG,718f3f5d861839a515c7676b4236e52935f28c4c7280c9d6a581ddbb041d7040
IMG_0260,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\385022.jpg,385022.jpg,481,321,RGB,JPEG,27689330d1528f85b2f468a6d6d0b08248f9385c6c3fbfafb7e5fd0e1b603cfc
IMG_0261,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\388006.jpg,388006.jpg,321,481,RGB,JPEG,9775af03fae6a2cdd2faf95f5e72660d5772e57a0a523508b8268b3da37d9b23
IMG_0262,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\388018.jpg,388018.jpg,321,481,RGB,JPEG,314ee54777f32f9f4cebc51d41f8baf232a5b81a46984ac851b3ee127737f36b
IMG_0263,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\388067.jpg,388067.jpg,321,481,RGB,JPEG,931d9be6ea03469b5c3fa7fe157dbdb708a9c559bb4db5a62f7fd4776528a7b6
IMG_0264,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\393035.jpg,393035.jpg,481,321,RGB,JPEG,efb9e098415dfeaba979ef52e7c895f91cbe1fdbeddcd4a85f83f28125d1acd2
IMG_0265,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\41006.jpg,41006.jpg,481,321,RGB,JPEG,23a926b6ac7bee64a9dc216dfde6a9bf30343d7276fbc5b14e584b32df94e483
IMG_0266,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\41029.jpg,41029.jpg,481,321,RGB,JPEG,d6b527cb6e80d86df5cdc9f161b9ea3b728f152296aee44a83f85752b9040e8b
IMG_0267,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\41085.jpg,41085.jpg,481,321,RGB,JPEG,2ea580f7c07e104624e8da4733319fb25def289b4fa6258b39e9c97eba2cb221
IMG_0268,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\41096.jpg,41096.jpg,481,321,RGB,JPEG,93e81be1cdc9d6ed5e81d01597c45a208398e66f5114ed6ae5314cb5ad32bc0e
IMG_0269,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\43033.jpg,43033.jpg,481,321,RGB,JPEG,1abebaa96fdf42186d97679cd28d22dffba206767ebc8838e61c0f517b89b7f1
IMG_0270,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\43051.jpg,43051.jpg,481,321,RGB,JPEG,e2f447b14fc6179c172c559e59192e395a1b6fee44e36d1c7aa2d665a3c71d35
IMG_0271,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\45000.jpg,45000.jpg,481,321,RGB,JPEG,024d686ebe9533a174e3c3f29161f384b235ab37ff3fdb990e9199ed3b8c7178
IMG_0272,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\48017.jpg,48017.jpg,481,321,RGB,JPEG,c61255d24cc29986d0bcdf056d2f6cea6875ad1fcba4d01792904422eb9c94c3
IMG_0273,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\48025.jpg,48025.jpg,481,321,RGB,JPEG,afef725853d55d53d7aa6a767ecc64b6ed681ecc87a57e69aeed09a115406ed7
IMG_0274,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\49024.jpg,49024.jpg,481,321,RGB,JPEG,b730a4fe2ebc1218f00a0f8ee8ae118fdc916533145f0a9ced52f2d1982b3ed4
IMG_0275,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\5096.jpg,5096.jpg,481,321,RGB,JPEG,036eeb42cc04fea9f0bd7c3c19343e0c3e66b74c979e74829331e4a832ae7810
IMG_0276,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\51084.jpg,51084.jpg,481,321,RGB,JPEG,86e0d880135152ee9d03993078d27f0acd3345f353d005449a287400cbfa0fce
IMG_0277,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\6046.jpg,6046.jpg,321,481,RGB,JPEG,3db99e079df3ee618560d840d02dbf124e35d06461058b4f88688b7334cbe098
IMG_0278,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\61034.jpg,61034.jpg,321,481,RGB,JPEG,1a265d4c2dfd4867567288a30997020bf6196dda5a510052a076036a48f04e59
IMG_0279,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\64061.jpg,64061.jpg,321,481,RGB,JPEG,4cfd5b5a749ea7500938da17efc3dcc71090494697d929895f0c9c13940232b8
IMG_0280,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\65084.jpg,65084.jpg,321,481,RGB,JPEG,c2d4c6fc1ebadde2e53956137fc7526a0ade479106cb3c55d283f30b314e5ce6
IMG_0281,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\69000.jpg,69000.jpg,481,321,RGB,JPEG,e1a43557e4cc455604580005d332f2f2d3833e71643e186de922a8f46f1152c8
IMG_0282,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\69007.jpg,69007.jpg,481,321,RGB,JPEG,ad974d0fb5c6912820255485dd571ef971ac910fc7c54c7401d55b65bec0c05d
IMG_0283,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\69022.jpg,69022.jpg,481,321,RGB,JPEG,5ea4f2727b606318075639f1489df29f1fdae655f2efa8597f7f2b24445f9679
IMG_0284,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\70011.jpg,70011.jpg,481,321,RGB,JPEG,94773c7c4e35706528722b48fce9cf9783e937358d419ce9be92729c6d3579f4
IMG_0285,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\70090.jpg,70090.jpg,321,481,RGB,JPEG,51bffc1621da3661902b8d56bdfd931a266e65c8bfddb5da194043a192c74288
IMG_0286,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\71076.jpg,71076.jpg,321,481,RGB,JPEG,10d4c925dcb0f0fd25534e9e0aa402cc34a3aa28e7cf60db2ab04085b0bec8b6
IMG_0287,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\71099.jpg,71099.jpg,481,321,RGB,JPEG,62426062ba1e6cabff1e6d26f74dcd91614e9ea73ff681aec76096354ed085df
IMG_0288,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\77062.jpg,77062.jpg,481,321,RGB,JPEG,ca86ba0d129c97802b191efa9df573564fbc1f5b3467358adff7e52ff94119a9
IMG_0289,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\78098.jpg,78098.jpg,481,321,RGB,JPEG,5b46e76177965acc8b5d604f7e5845051c68220929a0ce5793bf3abcbc16baf2
IMG_0290,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\79073.jpg,79073.jpg,481,321,RGB,JPEG,1c7fe8b57627008635032a0c0890d797fca3d5aa20826a0690766ac235c5c871
IMG_0291,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\80085.jpg,80085.jpg,481,321,RGB,JPEG,536e2b2eeb432b3e1a616e23c79251c02ff2fd2226fcc374a30cc8e409d2c982
IMG_0292,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\80090.jpg,80090.jpg,321,481,RGB,JPEG,d740d8619e8624f7ec960614831a19e21fca876a147316916f69008a20f8b65f
IMG_0293,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\8068.jpg,8068.jpg,481,321,RGB,JPEG,160faa4e5a1ce7428bc03e12c4d5b12b2780e8955de2210b7e91421d662911d5
IMG_0294,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\81066.jpg,81066.jpg,481,321,RGB,JPEG,1cadc6af923560f2f80f7608ec750877c3194c9eff492dd744af5c0c7bf9a914
IMG_0295,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\81090.jpg,81090.jpg,321,481,RGB,JPEG,97a600ef49cb2b1b975bd56a8ad53cddf2790ad914154c12ceb709ee9bbd5486
IMG_0296,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\81095.jpg,81095.jpg,481,321,RGB,JPEG,ce6a90f3b14d89ae9646bdb57cb4d014b09f298a67b91eb8f5249e3075ea3dfb
IMG_0297,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\87015.jpg,87015.jpg,481,321,RGB,JPEG,67e46094e3018c35400ac756eb85cc18f17f47492a999e7336a43ac6ffb24fd1
IMG_0298,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\92014.jpg,92014.jpg,481,321,RGB,JPEG,193fa567046bd4fc4c331e57d7dff8329c3335c903a6dfbb451403df32dfeeae
IMG_0299,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\94095.jpg,94095.jpg,481,321,RGB,JPEG,4e4a8018bd002cb6a4995f28b3700a160d1eea9c4e67a356a4a76896c4f8d58e
IMG_0300,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\97010.jpg,97010.jpg,481,321,RGB,JPEG,b7dffd6106f6379ff965ed972973c8490f2708a92b3cbfa84f2be546907b093c
IMG_0301,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.01.tiff,4.1.01.tiff,256,256,RGB,TIFF,c3ea2466396790c8aa0e4a60bc5031c44a3288da666cfd6a4f732ae0fec5efad
IMG_0302,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.02.tiff,4.1.02.tiff,256,256,RGB,TIFF,31d1e7aafff59f5754ee38b77287ee6cfa05a095e63bb245fc44af87fa9d0329
IMG_0303,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.03.tiff,4.1.03.tiff,256,256,RGB,TIFF,3d9cf65ca9a43a674cd7fd80192902458921aa81885a16bdcf9dd738e406af62
IMG_0304,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.04.tiff,4.1.04.tiff,256,256,RGB,TIFF,abb652cfa55da20b95941834f8887d0dccfa71e33c94dc16ec0c473111dac15e
IMG_0305,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.05.tiff,4.1.05.tiff,256,256,RGB,TIFF,6cecbf11be31a64a8397463b24b32cc753a657a616a80b147c93e4579f4c734e
IMG_0306,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.06.tiff,4.1.06.tiff,256,256,RGB,TIFF,f09642b452f6c82bccd1282f45b46e4603630c2863708f27079a676e65c928ef
IMG_0307,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.07.tiff,4.1.07.tiff,256,256,RGB,TIFF,ee21b55963d29ed18effeef9a4dc3edc85208d9b79690bf2339c14649dcf41f6
IMG_0308,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.1.08.tiff,4.1.08.tiff,256,256,RGB,TIFF,8fd360f5cf6d230eff7934599edf0024995b6da69146e9c85bbaaf327d4a2abc
IMG_0309,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.2.01.tiff,4.2.01.tiff,512,512,RGB,TIFF,f27f806d2f5e3d6b66e4223bad6a9fcd38756c715491eafb38c43a9befe89cfd
IMG_0310,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.2.03.tiff,4.2.03.tiff,512,512,RGB,TIFF,3f590b52279fb59b81906f1e928ae713a5357b1afc1a2017a103adb563fb4494
IMG_0311,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.2.05.tiff,4.2.05.tiff,512,512,RGB,TIFF,ae9eba12b80df955e47585bf4a16332ea0dadc753668d3457c509564934dbd40
IMG_0312,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.2.06.tiff,4.2.06.tiff,512,512,RGB,TIFF,aa00ff3defadcd99e2e5fb5fbd06d12d6570284822a37186e3f8827f9bb4ca73
IMG_0313,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\4.2.07.tiff,4.2.07.tiff,512,512,RGB,TIFF,676c21edcc56b517ebd54764d6026d2befe7e15014ec3f0c9e6f2ce1d9ad74bf
IMG_0314,USC-SIPI Miscellaneous,classical,final_evaluation_classical,misc\house.tiff,house.tiff,512,512,RGB,TIFF,82717baf56d3f48bc4e2767afc9f233e7f595ad150ca91932a4a8daa46b3300f
