experiment_id,filename,run_index,algorithm,level_R,level_G,level_B,source
IMG_0049,24077.jpg,2,BEHHO-VC-Calibrated,7,16,32,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,2,MO-BDA-EHHO-VC,5,40,37,E4_MO_equal_weight_compromise
IMG_0049,24077.jpg,3,BEHHO-VC-Calibrated,2,5,160,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,3,BDA-EHHO-VC-Calibrated,2,215,222,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,3,HHO-VC,2,9,20,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,3,EHHO-VC,2,14,20,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,3,MO-BDA-EHHO-VC,36,32,68,E4_MO_equal_weight_compromise
IMG_0049,24077.jpg,4,BEHHO-VC-Calibrated,6,192,100,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,4,BDA-EHHO-VC-Calibrated,241,204,60,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,4,HHO-VC,2,2,3,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,4,EHHO-VC,6,7,11,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,4,MO-BDA-EHHO-VC,16,34,28,E4_MO_equal_weight_compromise
IMG_0049,24077.jpg,5,EHHO-VC,9,34,5,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,5,BEHHO-VC-Calibrated,8,34,2,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,5,BDA-EHHO-VC-Calibrated,3,32,4,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,5,HHO-VC,3,3,3,E4_singleobjective_attained_solution
IMG_0049,24077.jpg,5,MO-BDA-EHHO-VC,136,2,2,E4_MO_equal_weight_compromise
IMG_0050,241004.jpg,1,HHO-VC,13,7,26,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,1,BEHHO-VC-Calibrated,64,4,3,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,1,BDA-EHHO-VC-Calibrated,69,33,48,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,1,EHHO-VC,13,7,26,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,1,MO-BDA-EHHO-VC,65,48,2,E4_MO_equal_weight_compromise
IMG_0050,241004.jpg,2,BEHHO-VC-Calibrated,5,130,98,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,2,BDA-EHHO-VC-Calibrated,2,56,40,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,2,EHHO-VC,2,67,36,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,2,HHO-VC,2,57,34,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,2,MO-BDA-EHHO-VC,36,2,11,E4_MO_equal_weight_compromise
IMG_0050,241004.jpg,3,BEHHO-VC-Calibrated,2,76,16,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,3,EHHO-VC,2,79,9,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,3,BDA-EHHO-VC-Calibrated,2,66,103,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,3,HHO-VC,2,76,5,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,3,MO-BDA-EHHO-VC,18,16,11,E4_MO_equal_weight_compromise
IMG_0050,241004.jpg,4,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,4,BEHHO-VC-Calibrated,2,4,2,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,4,BDA-EHHO-VC-Calibrated,2,60,212,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,4,EHHO-VC,2,3,2,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,4,MO-BDA-EHHO-VC,22,7,9,E4_MO_equal_weight_compromise
IMG_0050,241004.jpg,5,HHO-VC,5,4,5,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,5,EHHO-VC,5,3,4,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,5,BDA-EHHO-VC-Calibrated,5,81,115,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,5,BEHHO-VC-Calibrated,253,108,2,E4_singleobjective_attained_solution
IMG_0050,241004.jpg,5,MO-BDA-EHHO-VC,59,52,35,E4_MO_equal_weight_compromise
IMG_0051,241048.jpg,1,BDA-EHHO-VC-Calibrated,56,19,158,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,1,HHO-VC,26,109,165,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,1,BEHHO-VC-Calibrated,64,26,48,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,1,EHHO-VC,26,106,160,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,1,MO-BDA-EHHO-VC,129,21,21,E4_MO_equal_weight_compromise
IMG_0051,241048.jpg,2,EHHO-VC,3,3,3,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,2,BEHHO-VC-Calibrated,2,2,3,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,2,BDA-EHHO-VC-Calibrated,3,4,2,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,2,HHO-VC,3,3,3,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,2,MO-BDA-EHHO-VC,48,14,144,E4_MO_equal_weight_compromise
IMG_0051,241048.jpg,3,HHO-VC,6,14,12,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,3,BDA-EHHO-VC-Calibrated,18,40,208,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,3,EHHO-VC,7,31,12,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,3,BEHHO-VC-Calibrated,64,2,32,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,3,MO-BDA-EHHO-VC,16,44,15,E4_MO_equal_weight_compromise
IMG_0051,241048.jpg,4,HHO-VC,2,2,16,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,4,BDA-EHHO-VC-Calibrated,3,2,8,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,4,BEHHO-VC-Calibrated,2,2,8,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,4,EHHO-VC,3,3,55,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,4,MO-BDA-EHHO-VC,11,16,4,E4_MO_equal_weight_compromise
IMG_0051,241048.jpg,5,EHHO-VC,2,9,2,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,5,BEHHO-VC-Calibrated,48,8,2,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,5,HHO-VC,2,9,2,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,5,BDA-EHHO-VC-Calibrated,194,25,2,E4_singleobjective_attained_solution
IMG_0051,241048.jpg,5,MO-BDA-EHHO-VC,69,228,5,E4_MO_equal_weight_compromise
IMG_0052,253027.jpg,1,HHO-VC,17,203,135,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,1,BDA-EHHO-VC-Calibrated,73,235,134,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,1,BEHHO-VC-Calibrated,40,207,136,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,1,EHHO-VC,29,228,186,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,1,MO-BDA-EHHO-VC,4,40,64,E4_MO_equal_weight_compromise
IMG_0052,253027.jpg,2,EHHO-VC,2,26,2,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,2,BDA-EHHO-VC-Calibrated,38,178,2,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,2,BEHHO-VC-Calibrated,8,97,2,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,2,HHO-VC,2,43,2,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,2,MO-BDA-EHHO-VC,138,18,8,E4_MO_equal_weight_compromise
IMG_0052,253027.jpg,3,EHHO-VC,27,5,71,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,3,BEHHO-VC-Calibrated,64,2,2,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,3,BDA-EHHO-VC-Calibrated,16,2,2,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,3,HHO-VC,11,2,47,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,3,MO-BDA-EHHO-VC,4,21,34,E4_MO_equal_weight_compromise
IMG_0052,253027.jpg,4,BDA-EHHO-VC-Calibrated,65,198,234,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,4,BEHHO-VC-Calibrated,28,144,7,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,4,EHHO-VC,32,196,14,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,4,HHO-VC,32,201,14,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,4,MO-BDA-EHHO-VC,156,19,8,E4_MO_equal_weight_compromise
IMG_0052,253027.jpg,5,BEHHO-VC-Calibrated,219,65,134,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,5,HHO-VC,230,247,138,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,5,BDA-EHHO-VC-Calibrated,193,5,132,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,5,EHHO-VC,231,247,138,E4_singleobjective_attained_solution
IMG_0052,253027.jpg,5,MO-BDA-EHHO-VC,4,12,25,E4_MO_equal_weight_compromise
IMG_0053,253055.jpg,1,EHHO-VC,2,3,20,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,1,BDA-EHHO-VC-Calibrated,149,36,50,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,1,BEHHO-VC-Calibrated,2,2,16,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,1,HHO-VC,2,2,7,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,1,MO-BDA-EHHO-VC,2,2,16,E4_MO_equal_weight_compromise
IMG_0053,253055.jpg,2,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,2,BEHHO-VC-Calibrated,17,2,2,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,2,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,2,BDA-EHHO-VC-Calibrated,2,2,64,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,2,MO-BDA-EHHO-VC,22,5,4,E4_MO_equal_weight_compromise
IMG_0053,253055.jpg,3,HHO-VC,141,96,43,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,3,BEHHO-VC-Calibrated,12,168,72,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,3,EHHO-VC,139,94,43,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,3,BDA-EHHO-VC-Calibrated,11,244,35,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,3,MO-BDA-EHHO-VC,12,38,64,E4_MO_equal_weight_compromise
IMG_0053,253055.jpg,4,BDA-EHHO-VC-Calibrated,4,11,33,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,4,HHO-VC,4,70,23,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,4,BEHHO-VC-Calibrated,3,154,23,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,4,EHHO-VC,4,124,43,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,4,MO-BDA-EHHO-VC,18,6,2,E4_MO_equal_weight_compromise
IMG_0053,253055.jpg,5,EHHO-VC,11,3,2,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,5,BDA-EHHO-VC-Calibrated,39,8,70,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,5,BEHHO-VC-Calibrated,136,3,56,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,5,HHO-VC,11,3,4,E4_singleobjective_attained_solution
IMG_0053,253055.jpg,5,MO-BDA-EHHO-VC,53,37,8,E4_MO_equal_weight_compromise
IMG_0054,260058.jpg,1,BEHHO-VC-Calibrated,4,16,2,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,1,EHHO-VC,6,2,2,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,1,BDA-EHHO-VC-Calibrated,4,6,75,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,1,HHO-VC,6,2,2,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,1,MO-BDA-EHHO-VC,17,221,30,E4_MO_equal_weight_compromise
IMG_0054,260058.jpg,2,BEHHO-VC-Calibrated,3,202,111,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,2,BDA-EHHO-VC-Calibrated,3,2,48,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,2,HHO-VC,197,177,213,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,2,EHHO-VC,3,2,30,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,2,MO-BDA-EHHO-VC,33,4,20,E4_MO_equal_weight_compromise
IMG_0054,260058.jpg,3,BDA-EHHO-VC-Calibrated,224,3,190,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,3,HHO-VC,3,2,2,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,3,BEHHO-VC-Calibrated,3,2,2,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,3,EHHO-VC,3,3,3,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,3,MO-BDA-EHHO-VC,13,7,41,E4_MO_equal_weight_compromise
IMG_0054,260058.jpg,4,EHHO-VC,2,179,188,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,4,BDA-EHHO-VC-Calibrated,2,191,192,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,4,BEHHO-VC-Calibrated,2,34,201,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,4,HHO-VC,2,250,192,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,4,MO-BDA-EHHO-VC,29,34,172,E4_MO_equal_weight_compromise
IMG_0054,260058.jpg,5,BEHHO-VC-Calibrated,174,223,165,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,5,HHO-VC,176,174,205,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,5,BDA-EHHO-VC-Calibrated,3,220,223,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,5,EHHO-VC,176,174,205,E4_singleobjective_attained_solution
IMG_0054,260058.jpg,5,MO-BDA-EHHO-VC,4,24,48,E4_MO_equal_weight_compromise
IMG_0055,271035.jpg,1,BDA-EHHO-VC-Calibrated,15,2,13,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,1,HHO-VC,68,5,19,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,1,BEHHO-VC-Calibrated,8,2,16,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,1,EHHO-VC,57,2,13,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,1,MO-BDA-EHHO-VC,23,40,33,E4_MO_equal_weight_compromise
IMG_0055,271035.jpg,2,BDA-EHHO-VC-Calibrated,139,20,6,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,2,HHO-VC,2,38,6,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,2,EHHO-VC,2,38,2,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,2,BEHHO-VC-Calibrated,2,48,2,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,2,MO-BDA-EHHO-VC,12,26,31,E4_MO_equal_weight_compromise
IMG_0055,271035.jpg,3,BDA-EHHO-VC-Calibrated,2,85,11,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,3,HHO-VC,2,15,11,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,3,EHHO-VC,2,20,11,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,3,BEHHO-VC-Calibrated,2,8,24,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,3,MO-BDA-EHHO-VC,66,61,34,E4_MO_equal_weight_compromise
IMG_0055,271035.jpg,4,EHHO-VC,2,2,140,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,4,BDA-EHHO-VC-Calibrated,7,12,148,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,4,HHO-VC,2,2,140,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,4,BEHHO-VC-Calibrated,2,2,132,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,4,MO-BDA-EHHO-VC,30,10,9,E4_MO_equal_weight_compromise
IMG_0055,271035.jpg,5,EHHO-VC,47,165,120,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,5,HHO-VC,47,164,124,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,5,BDA-EHHO-VC-Calibrated,65,14,60,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,5,BEHHO-VC-Calibrated,32,2,3,E4_singleobjective_attained_solution
IMG_0055,271035.jpg,5,MO-BDA-EHHO-VC,35,34,16,E4_MO_equal_weight_compromise
IMG_0056,285079.jpg,1,BEHHO-VC-Calibrated,64,16,132,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,1,EHHO-VC,11,9,131,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,1,BDA-EHHO-VC-Calibrated,7,10,183,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,1,HHO-VC,11,10,131,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,1,MO-BDA-EHHO-VC,4,20,36,E4_MO_equal_weight_compromise
IMG_0056,285079.jpg,2,HHO-VC,30,107,11,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,2,BDA-EHHO-VC-Calibrated,52,175,4,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,2,EHHO-VC,35,97,11,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,2,BEHHO-VC-Calibrated,15,180,10,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,2,MO-BDA-EHHO-VC,16,64,28,E4_MO_equal_weight_compromise
IMG_0056,285079.jpg,3,BEHHO-VC-Calibrated,137,92,3,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,3,BDA-EHHO-VC-Calibrated,235,198,180,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,3,HHO-VC,192,225,20,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,3,EHHO-VC,16,18,3,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,3,MO-BDA-EHHO-VC,8,18,9,E4_MO_equal_weight_compromise
IMG_0056,285079.jpg,4,BDA-EHHO-VC-Calibrated,243,23,2,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,4,BEHHO-VC-Calibrated,2,29,2,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,4,HHO-VC,239,214,2,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,4,EHHO-VC,236,204,2,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,4,MO-BDA-EHHO-VC,19,14,12,E4_MO_equal_weight_compromise
IMG_0056,285079.jpg,5,EHHO-VC,198,105,255,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,5,BEHHO-VC-Calibrated,175,5,209,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,5,BDA-EHHO-VC-Calibrated,169,13,193,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,5,HHO-VC,181,94,254,E4_singleobjective_attained_solution
IMG_0056,285079.jpg,5,MO-BDA-EHHO-VC,2,32,64,E4_MO_equal_weight_compromise
IMG_0057,291000.jpg,1,BDA-EHHO-VC-Calibrated,16,92,4,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,1,HHO-VC,99,49,15,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,1,EHHO-VC,81,51,22,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,1,BEHHO-VC-Calibrated,98,49,3,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,1,MO-BDA-EHHO-VC,8,48,16,E4_MO_equal_weight_compromise
IMG_0057,291000.jpg,2,BEHHO-VC-Calibrated,226,208,2,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,2,EHHO-VC,13,29,2,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,2,HHO-VC,20,44,2,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,2,BDA-EHHO-VC-Calibrated,223,204,15,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,2,MO-BDA-EHHO-VC,7,84,67,E4_MO_equal_weight_compromise
IMG_0057,291000.jpg,3,BDA-EHHO-VC-Calibrated,217,2,8,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,3,EHHO-VC,250,2,145,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,3,HHO-VC,255,2,145,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,3,BEHHO-VC-Calibrated,16,2,8,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,3,MO-BDA-EHHO-VC,34,29,2,E4_MO_equal_weight_compromise
IMG_0057,291000.jpg,4,EHHO-VC,2,2,3,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,4,BEHHO-VC-Calibrated,68,2,3,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,4,BDA-EHHO-VC-Calibrated,114,2,2,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,4,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,4,MO-BDA-EHHO-VC,20,28,20,E4_MO_equal_weight_compromise
IMG_0057,291000.jpg,5,EHHO-VC,2,2,16,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,5,HHO-VC,4,2,16,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,5,BDA-EHHO-VC-Calibrated,29,2,16,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,5,BEHHO-VC-Calibrated,2,2,16,E4_singleobjective_attained_solution
IMG_0057,291000.jpg,5,MO-BDA-EHHO-VC,13,179,12,E4_MO_equal_weight_compromise
IMG_0058,295087.jpg,1,BDA-EHHO-VC-Calibrated,146,13,2,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,1,BEHHO-VC-Calibrated,2,2,5,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,1,EHHO-VC,3,2,2,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,1,HHO-VC,3,2,2,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,1,MO-BDA-EHHO-VC,14,2,16,E4_MO_equal_weight_compromise
IMG_0058,295087.jpg,2,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,2,BDA-EHHO-VC-Calibrated,152,2,10,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,2,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,2,BEHHO-VC-Calibrated,5,2,70,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,2,MO-BDA-EHHO-VC,41,38,2,E4_MO_equal_weight_compromise
IMG_0058,295087.jpg,3,BEHHO-VC-Calibrated,2,2,9,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,3,HHO-VC,3,74,217,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,3,BDA-EHHO-VC-Calibrated,4,2,9,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,3,EHHO-VC,2,2,3,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,3,MO-BDA-EHHO-VC,65,44,12,E4_MO_equal_weight_compromise
IMG_0058,295087.jpg,4,BDA-EHHO-VC-Calibrated,229,19,70,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,4,EHHO-VC,120,13,215,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,4,HHO-VC,120,13,215,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,4,BEHHO-VC-Calibrated,4,9,196,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,4,MO-BDA-EHHO-VC,19,8,40,E4_MO_equal_weight_compromise
IMG_0058,295087.jpg,5,HHO-VC,49,3,35,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,5,EHHO-VC,146,3,44,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,5,BEHHO-VC-Calibrated,24,3,21,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,5,BDA-EHHO-VC-Calibrated,36,3,26,E4_singleobjective_attained_solution
IMG_0058,295087.jpg,5,MO-BDA-EHHO-VC,24,59,48,E4_MO_equal_weight_compromise
IMG_0059,296007.jpg,1,EHHO-VC,156,60,216,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,1,BEHHO-VC-Calibrated,144,196,217,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,1,HHO-VC,157,61,214,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,1,BDA-EHHO-VC-Calibrated,52,71,215,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,1,MO-BDA-EHHO-VC,53,84,55,E4_MO_equal_weight_compromise
IMG_0059,296007.jpg,2,EHHO-VC,16,2,233,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,2,BEHHO-VC-Calibrated,16,2,2,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,2,HHO-VC,14,2,194,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,2,BDA-EHHO-VC-Calibrated,56,2,254,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,2,MO-BDA-EHHO-VC,49,12,44,E4_MO_equal_weight_compromise
IMG_0059,296007.jpg,3,BEHHO-VC-Calibrated,121,180,85,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,3,HHO-VC,140,231,76,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,3,EHHO-VC,136,224,74,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,3,BDA-EHHO-VC-Calibrated,127,223,180,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,3,MO-BDA-EHHO-VC,32,5,39,E4_MO_equal_weight_compromise
IMG_0059,296007.jpg,4,HHO-VC,109,249,22,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,4,BEHHO-VC-Calibrated,237,251,28,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,4,BDA-EHHO-VC-Calibrated,118,229,2,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,4,EHHO-VC,112,249,28,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,4,MO-BDA-EHHO-VC,10,6,28,E4_MO_equal_weight_compromise
IMG_0059,296007.jpg,5,BEHHO-VC-Calibrated,4,2,32,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,5,HHO-VC,2,2,26,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,5,BDA-EHHO-VC-Calibrated,4,196,33,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,5,EHHO-VC,2,2,52,E4_singleobjective_attained_solution
IMG_0059,296007.jpg,5,MO-BDA-EHHO-VC,9,7,15,E4_MO_equal_weight_compromise
IMG_0060,296059.jpg,1,BEHHO-VC-Calibrated,2,134,112,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,1,HHO-VC,2,249,115,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,1,EHHO-VC,2,251,115,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,1,BDA-EHHO-VC-Calibrated,27,253,120,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,1,MO-BDA-EHHO-VC,144,10,2,E4_MO_equal_weight_compromise
IMG_0060,296059.jpg,2,HHO-VC,18,178,3,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,2,BEHHO-VC-Calibrated,97,7,2,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,2,EHHO-VC,16,21,3,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,2,BDA-EHHO-VC-Calibrated,78,19,3,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,2,MO-BDA-EHHO-VC,10,8,46,E4_MO_equal_weight_compromise
IMG_0060,296059.jpg,3,BEHHO-VC-Calibrated,2,2,4,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,3,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0060,296059.jpg,3,BDA-EHHO-VC-Calibrated,218,2,205,E4_singleobjective_attained_solution
