relative_path,filename,parent_folder,split,dataset_hint,format,extension,width,height,megapixels,aspect_ratio,mode,channels,bit_depth,size_bytes,size_mb,sha256,status
BSR\BSDS500\data\images\test\69000.jpg,69000.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,72782,0.06941,e1a43557e4cc455604580005d332f2f2d3833e71643e186de922a8f46f1152c8,OK
BSR\BSDS500\data\images\test\69007.jpg,69007.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,74760,0.071297,ad974d0fb5c6912820255485dd571ef971ac910fc7c54c7401d55b65bec0c05d,OK
BSR\BSDS500\data\images\test\69022.jpg,69022.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,61851,0.058986,5ea4f2727b606318075639f1489df29f1fdae655f2efa8597f7f2b24445f9679,OK
BSR\BSDS500\data\images\test\70011.jpg,70011.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,46219,0.044078,94773c7c4e35706528722b48fce9cf9783e937358d419ce9be92729c6d3579f4,OK
BSR\BSDS500\data\images\test\70090.jpg,70090.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,64902,0.061895,51bffc1621da3661902b8d56bdfd931a266e65c8bfddb5da194043a192c74288,OK
BSR\BSDS500\data\images\test\71076.jpg,71076.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,78585,0.074944,10d4c925dcb0f0fd25534e9e0aa402cc34a3aa28e7cf60db2ab04085b0bec8b6,OK
BSR\BSDS500\data\images\test\71099.jpg,71099.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,76188,0.072659,62426062ba1e6cabff1e6d26f74dcd91614e9ea73ff681aec76096354ed085df,OK
BSR\BSDS500\data\images\test\77062.jpg,77062.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,93505,0.089173,ca86ba0d129c97802b191efa9df573564fbc1f5b3467358adff7e52ff94119a9,OK
BSR\BSDS500\data\images\test\78098.jpg,78098.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,102843,0.098079,5b46e76177965acc8b5d604f7e5845051c68220929a0ce5793bf3abcbc16baf2,OK
BSR\BSDS500\data\images\test\79073.jpg,79073.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,107155,0.102191,1c7fe8b57627008635032a0c0890d797fca3d5aa20826a0690766ac235c5c871,OK
BSR\BSDS500\data\images\test\80085.jpg,80085.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,48530,0.046282,536e2b2eeb432b3e1a616e23c79251c02ff2fd2226fcc374a30cc8e409d2c982,OK
BSR\BSDS500\data\images\test\80090.jpg,80090.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,65795,0.062747,d740d8619e8624f7ec960614831a19e21fca876a147316916f69008a20f8b65f,OK
BSR\BSDS500\data\images\test\8068.jpg,8068.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,54207,0.051696,160faa4e5a1ce7428bc03e12c4d5b12b2780e8955de2210b7e91421d662911d5,OK
BSR\BSDS500\data\images\test\81066.jpg,81066.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,68148,0.064991,1cadc6af923560f2f80f7608ec750877c3194c9eff492dd744af5c0c7bf9a914,OK
BSR\BSDS500\data\images\test\81090.jpg,81090.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,70814,0.067533,97a600ef49cb2b1b975bd56a8ad53cddf2790ad914154c12ceb709ee9bbd5486,OK
BSR\BSDS500\data\images\test\81095.jpg,81095.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,61009,0.058183,ce6a90f3b14d89ae9646bdb57cb4d014b09f298a67b91eb8f5249e3075ea3dfb,OK
BSR\BSDS500\data\images\test\87015.jpg,87015.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,98097,0.093553,67e46094e3018c35400ac756eb85cc18f17f47492a999e7336a43ac6ffb24fd1,OK
BSR\BSDS500\data\images\test\92014.jpg,92014.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,78878,0.075224,193fa567046bd4fc4c331e57d7dff8329c3335c903a6dfbb451403df32dfeeae,OK
BSR\BSDS500\data\images\test\94095.jpg,94095.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,85639,0.081672,4e4a8018bd002cb6a4995f28b3700a160d1eea9c4e67a356a4a76896c4f8d58e,OK
BSR\BSDS500\data\images\test\97010.jpg,97010.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,86471,0.082465,b7dffd6106f6379ff965ed972973c8490f2708a92b3cbfa84f2be546907b093c,OK
BSR\BSDS500\data\images\train\100075.jpg,100075.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,75043,0.071567,b4b2461595dc3f70270574715acf287dc70027ec9d419a9917ed242036d1b0e5,OK
BSR\BSDS500\data\images\train\100080.jpg,100080.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,40866,0.038973,d52ff44bf19e17f49389eca134bcf57a90d27b15671952fabbd2f2334f75aa8e,OK
BSR\BSDS500\data\images\train\100098.jpg,100098.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,104854,0.099997,156fd9710dccd7bf3a821977f8d8155da0eccca553086f73771073e17a418aa6,OK
BSR\BSDS500\data\images\train\103041.jpg,103041.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,57599,0.054931,1e7ad4076e21f5558e487fddbd20f9553cc4e84629814a79c711f20c38e08461,OK
BSR\BSDS500\data\images\train\104022.jpg,104022.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,69508,0.066288,0300ff07de52aaa0b5d77b4497df1eb5aee2347b9d40f10a6a756aae51c133c5,OK
BSR\BSDS500\data\images\train\105019.jpg,105019.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,63628,0.06068,57e66c0eecb325b507a022c45fb7f44868dc56aef2d4c36db4abe45d56e443ee,OK
BSR\BSDS500\data\images\train\105053.jpg,105053.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,53269,0.050801,5d801fa5c75ffb4e7d3af8042a7db1b00b9e5599bcf4801e4b81e95b0cdb19ad,OK
BSR\BSDS500\data\images\train\106020.jpg,106020.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,71281,0.067979,9cd3230d2afde28af85b40cc591e54979f69bf615b68654daaf5e2ac9a88dbe5,OK
BSR\BSDS500\data\images\train\106025.jpg,106025.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,37465,0.035729,68c0e1afd93d8c4782d97bacea36453e59e2921d261e6f8622dc0832b2196f65,OK
BSR\BSDS500\data\images\train\108041.jpg,108041.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,68515,0.065341,4d6b84cff81706d1fb2e10e8225d24c28bf3b3d39d68c572ff2b4fe3adbfe1b9,OK
BSR\BSDS500\data\images\train\108073.jpg,108073.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,76435,0.072894,97d56ee9ea1481464b0e4a486315737771e65542d9fdfe6580cb8f30dcbadf66,OK
BSR\BSDS500\data\images\train\109034.jpg,109034.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,108033,0.103028,1ea4e38e1357dea48bb0698d3d69fea800e8346bac40b0646121e8ac985e28e9,OK
BSR\BSDS500\data\images\train\112082.jpg,112082.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,89708,0.085552,ba0aee5213b2433aae60bc69e933f26dd547ba797319bc807f63d4c5391e60ad,OK
BSR\BSDS500\data\images\train\113009.jpg,113009.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,64234,0.061258,6b53775a7a66783fec86a5d6cd69a48ec6907825882f799af2241b31f3bec7db,OK
BSR\BSDS500\data\images\train\113016.jpg,113016.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,93869,0.08952,f53e7355d1cb0ef5286ed4083ea6c264c5df296d9b79e47768b741eca9ed40ad,OK
BSR\BSDS500\data\images\train\113044.jpg,113044.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,96952,0.092461,896df50d4bab6e05655db1b84485ab7463dab7b44b52a87134ca9061e7bd94e6,OK
BSR\BSDS500\data\images\train\117054.jpg,117054.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,81036,0.077282,15ef2e322dcaa34da30625c98e42e1eb0428911ee45104c483e464571ac4b7c6,OK
BSR\BSDS500\data\images\train\118020.jpg,118020.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,82090,0.078287,da00f706075bda5d4a4fb9482ac7454980ceb56aa177578b8edd58af045bd676,OK
BSR\BSDS500\data\images\train\118035.jpg,118035.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,48797,0.046536,e15e989aa1f50a0870b5da340a0e939c721fa02b9d2dbb0229f92188fd634907,OK
BSR\BSDS500\data\images\train\12003.jpg,12003.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,85164,0.081219,82209028e619fa21b087ea9e3863c05febbf1d05d9d4f078e6cd2fb233d67e2b,OK
BSR\BSDS500\data\images\train\12074.jpg,12074.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,60437,0.057637,2da4340200aea1bce9a52f3824d50eca50a3dd4a7a923ae3f6de494ae1152ba6,OK
BSR\BSDS500\data\images\train\122048.jpg,122048.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,51019,0.048656,82ce6619f12d5c0625436aabf6f281ad9111753d1429c61274cec358ddee08fe,OK
BSR\BSDS500\data\images\train\124084.jpg,124084.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,63856,0.060898,db2fd9ed255d3d9125637b15ffe60779bb01e135cbb6ccd56bcb54be74653d61,OK
BSR\BSDS500\data\images\train\126039.jpg,126039.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,48307,0.046069,f8327a5e7cc0c8ce726b52043eb28b9ee8009f49d60f8822f77472a2512dd071,OK
BSR\BSDS500\data\images\train\130034.jpg,130034.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,111146,0.105997,f7ec41ecf32e2473fa4bf4cddfdd75991028666fb70c093078ede877491991f6,OK
BSR\BSDS500\data\images\train\134008.jpg,134008.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,61842,0.058977,27cafae75673a3dddeb065651a4007fc22ab5ad542df556287a051613caf3865,OK
BSR\BSDS500\data\images\train\134052.jpg,134052.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,65548,0.062511,f0d44fc6f469a2161a8156d3b8d8a5773e027f014b380a1e341c2ed613f07e9b,OK
BSR\BSDS500\data\images\train\135037.jpg,135037.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,40474,0.038599,2e9a39a111dc6af1a1af3bc7a88c85b4a206aa42cef01adbbcb9f67ea3bb4216,OK
BSR\BSDS500\data\images\train\135069.jpg,135069.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,23655,0.022559,667aafa575f92a0f46d2e35021e056a0f5dd781b42787e3146e8d85799af1812,OK
BSR\BSDS500\data\images\train\138032.jpg,138032.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,96219,0.091762,2f4f4beae33576d2d16defaed093939e3d9dfda74c2385385d017d0706647c92,OK
BSR\BSDS500\data\images\train\138078.jpg,138078.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,72629,0.069264,156743043490583baa9af1ab4d1ae1811359bc5fa94d5c5de3e5b522f4099eb4,OK
BSR\BSDS500\data\images\train\140055.jpg,140055.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,89820,0.085659,bb7a083e833fde82c57b1df0ba95c0d0577f50ae3bb687cb71a066d414d117aa,OK
BSR\BSDS500\data\images\train\140075.jpg,140075.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,79329,0.075654,701e224e47e3de85a84ef3fe0f203412db9aa870eb50d1c1f792a763a0e7b3a3,OK
BSR\BSDS500\data\images\train\144067.jpg,144067.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,84687,0.080764,00053961cb5ab696951a0684c5707bf3b67fb4ba3c3fdc0c4bc75e4f87480e2e,OK
BSR\BSDS500\data\images\train\145014.jpg,145014.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,83165,0.079312,22d67130d0cd1f49e43b3968f30ace97d99ff5910fce67929208683c334e2672,OK
BSR\BSDS500\data\images\train\145053.jpg,145053.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,76211,0.07268,08385cc993040101a9274df03fe69eb1be0911fee6370675eb9fde79c5c7bd96,OK
BSR\BSDS500\data\images\train\147021.jpg,147021.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,59824,0.057053,34d7ac9fa5e9e2fd50c3b7cd107315620b7dab16ff8832cf642e8fc6d3334b34,OK
BSR\BSDS500\data\images\train\147062.jpg,147062.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,118136,0.112663,2f61cc55df5fbf5f41df3964a1cc7538503c2ee747004bb77c096ce5bee2e868,OK
BSR\BSDS500\data\images\train\15004.jpg,15004.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,87575,0.083518,2ed06661ad2089a06ad998a10206d7b4d4ea5340ad9418037d9585185981e0b9,OK
BSR\BSDS500\data\images\train\15088.jpg,15088.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,57578,0.054911,d66df9d54fd05a288493ab11a1383d60166f7fc3c48e4e883f0ec83d8586496b,OK
BSR\BSDS500\data\images\train\151087.jpg,151087.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,72005,0.068669,0ad59de11bcbdf8687e3f706834f5eee3e2ae7040b492e65c4e4e9673edc80b0,OK
BSR\BSDS500\data\images\train\153077.jpg,153077.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,52575,0.050139,110645113f9d5c2eb024358a62c87931a6478b102c5c4e9d3ecd1ebb13dc232d,OK
BSR\BSDS500\data\images\train\153093.jpg,153093.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,67096,0.063988,690cdb2ccfcc5a6d7d8a97ca87be3d5270876a044bb6fdb541ae51b2608623c8,OK
BSR\BSDS500\data\images\train\155060.jpg,155060.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,83924,0.080036,5254d4eb0edc12f02b981e58b57a91c51c8f886507e44a2d52ef5a1447cbbd9f,OK
BSR\BSDS500\data\images\train\156079.jpg,156079.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,59685,0.05692,f00f7cd383ca7952b12071aa7d3ac23faf2903f187679374d0473c840fa20447,OK
BSR\BSDS500\data\images\train\157036.jpg,157036.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,92941,0.088635,b51b5f204153a5a7b405fd9ff5121183cd4c8e64ea8d4c660933c4980b558b1e,OK
BSR\BSDS500\data\images\train\159029.jpg,159029.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,90038,0.085867,bb2dfcfcf6889b4791b3e7990a36669ad1b6b8d5299500879046328edf6b40b7,OK
BSR\BSDS500\data\images\train\159045.jpg,159045.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,93112,0.088799,505d42ffdc0a397baa7b2f2d47026613fd56dbfac2aac79f616838f11374687e,OK
BSR\BSDS500\data\images\train\159091.jpg,159091.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,81499,0.077724,b38575cd4fb844fb60eb2ed78fb384c6bd96557018e01bfa4e102593106cd839,OK
BSR\BSDS500\data\images\train\16052.jpg,16052.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,65364,0.062336,be60accfd2bfa991b779640994308a61cc7bea0c672a45fa2d5649e004a7f15e,OK
BSR\BSDS500\data\images\train\161062.jpg,161062.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,50760,0.048409,54593ca91901025a58ee5c3d0018ba1becc240cc5f5773935cf477455d9b10bf,OK
BSR\BSDS500\data\images\train\163014.jpg,163014.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,60427,0.057628,d3e56ee4417eba2b38feabf86f8707913d8703cab38691650376eda3db9c41fd,OK
BSR\BSDS500\data\images\train\163062.jpg,163062.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,67443,0.064319,b66eaa74e2a2a3130284a3cd92b08fab0f679137f25edf3870462f8e8e31d862,OK
BSR\BSDS500\data\images\train\164074.jpg,164074.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,80390,0.076666,a6a0a2f76bc102579ba47c6a076f1be1564640976fccc524a9e6420061c3a288,OK
BSR\BSDS500\data\images\train\166081.jpg,166081.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,77651,0.074054,34216b6ce9050572b99502f7d67397caf712487864a0a85c94b921211e73b4d0,OK
BSR\BSDS500\data\images\train\169012.jpg,169012.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,95533,0.091107,a1580a729655fc9a63ca0d644130e770512e492f2a95d1c0121f4183e42ded50,OK
BSR\BSDS500\data\images\train\170054.jpg,170054.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,95692,0.091259,2f3cfc625e2361f264a2de6f15d9dbadb85e7d45bfa905fc630bb316f3b32a67,OK
BSR\BSDS500\data\images\train\172032.jpg,172032.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,47987,0.045764,497d9795ad4eac1c754e2175c26d2ae1a19fa1016c6dd1fe626c870d1e9b0b25,OK
BSR\BSDS500\data\images\train\173036.jpg,173036.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,69795,0.066562,ce4dd846ad9a8742c401fff0811762b29d1d5942e61bb67ddecd44f49d6a85e4,OK
BSR\BSDS500\data\images\train\176019.jpg,176019.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,106145,0.101228,ba9443d741bba1dc79d9946902a7f85b9808c65fe42986745ff9b872a10bd7fe,OK
BSR\BSDS500\data\images\train\176035.jpg,176035.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,70312,0.067055,f26789b6d421e8909898b3b0d4b67b91fab32e529e963f398793f015f286f866,OK
BSR\BSDS500\data\images\train\176039.jpg,176039.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,64476,0.061489,0799daf823e07de1910179b720779230f8aa076bbbac51ecc954d47aa1dc53bc,OK
BSR\BSDS500\data\images\train\178054.jpg,178054.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,59689,0.056924,8b76b03f5af5720cab1165a19e2d138c767abd95b807d108b29c0db5c0bdeaa2,OK
BSR\BSDS500\data\images\train\181018.jpg,181018.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,57150,0.054502,dbb26238f5097adc06ae16d8eca151072c7c1f62c2207d8c6635b97d880794bc,OK
BSR\BSDS500\data\images\train\181079.jpg,181079.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,69359,0.066146,d5c7b9a1dd70eb66c6faa1426f5abe24c3e878d7636c65cd70b450a1d9cf1a30,OK
BSR\BSDS500\data\images\train\181091.jpg,181091.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,87186,0.083147,8f9e26f3489b528b200a40de6dbfadec16a7505875998d6cd1fa80157e7bcd2a,OK
BSR\BSDS500\data\images\train\183055.jpg,183055.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,54959,0.052413,bd0c5c4df40bb1b449b71b5e0efde7781599a7724a12a20c0d6902d03e6011be,OK
BSR\BSDS500\data\images\train\183087.jpg,183087.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,74858,0.07139,8161ad4c000dc28bc80cf741a8c367e54327a1b7625ce52498bd56ab6f82da7d,OK
BSR\BSDS500\data\images\train\187003.jpg,187003.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,81737,0.07795,740ef38713b6a0e2efa0cfa67333cf960b904e88587d75e89215fa83c0c4556a,OK
BSR\BSDS500\data\images\train\187029.jpg,187029.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,55611,0.053035,e65e91083c8ee708181253fc41c8c6d14ddf45ab3f293c72faa98312632e759a,OK
BSR\BSDS500\data\images\train\187039.jpg,187039.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,89431,0.085288,f707dedd9d4477e9a140f07779afed480ad660233a4a69fb26564ecae8727863,OK
BSR\BSDS500\data\images\train\187071.jpg,187071.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,77938,0.074327,480d5e90c77fd119c0124de3b03d50217fc508bfcbc6b9415ebf56728120aeab,OK
BSR\BSDS500\data\images\train\187083.jpg,187083.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,54658,0.052126,3a208757b2191f68cc8643f015dd88075160f0920866e2ec8c078e6f8db42158,OK
BSR\BSDS500\data\images\train\188005.jpg,188005.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,63535,0.060592,373ef08b1963766234931ce4ebca06840b42dbc6a5a37c1b42a75654618c82ab,OK
BSR\BSDS500\data\images\train\188063.jpg,188063.jpg,BSR\BSDS500\data\images\train,train,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,55370,0.052805,a63954d1f0fc671278dd3f71f1a0d821f78eb04d51c01abd6706a7e03567a388,OK
